Test Date,County,New Positives,Cumulative Number of Positives,Total Number of Tests Performed,Cumulative Number of Tests Performed
5/4/2020,Oswego,1,68,40,1779
5/5/2020,Oswego,2,70,41,1820
5/6/2020,Oswego,0,70,48,1868
5/7/2020,Oswego,2,72,54,1922
5/8/2020,Oswego,3,75,52,1974
5/9/2020,Oswego,0,75,59,2033
5/10/2020,Oswego,0,75,49,2082
5/11/2020,Oswego,1,76,53,2135
5/12/2020,Oswego,0,76,59,2194
5/13/2020,Oswego,2,78,64,2258
5/14/2020,Oswego,2,80,110,2368
5/15/2020,Oswego,3,83,241,2609
5/16/2020,Oswego,1,84,81,2690
5/17/2020,Oswego,0,84,197,2887
5/18/2020,Oswego,5,89,95,2982
5/19/2020,Oswego,1,90,129,3111
5/20/2020,Oswego,2,92,300,3411
5/21/2020,Oswego,4,96,215,3626
5/22/2020,Oswego,3,99,302,3928
5/23/2020,Oswego,1,100,479,4407
5/24/2020,Oswego,4,104,131,4538
5/25/2020,Oswego,0,104,175,4713
5/26/2020,Oswego,1,105,337,5050
5/27/2020,Oswego,2,107,260,5310
5/28/2020,Oswego,1,108,252,5562
5/29/2020,Oswego,0,108,317,5879
5/30/2020,Oswego,1,109,443,6322
5/31/2020,Oswego,1,110,138,6460
6/1/2020,Oswego,0,110,308,6768
6/2/2020,Oswego,2,112,409,7177
6/3/2020,Oswego,0,112,185,7362
6/4/2020,Oswego,0,112,609,7971
6/5/2020,Oswego,2,114,475,8446
6/6/2020,Oswego,1,115,272,8718
6/7/2020,Oswego,0,115,414,9132
6/8/2020,Oswego,0,115,149,9281
6/9/2020,Oswego,0,115,489,9770
6/10/2020,Oswego,4,119,297,10067
6/11/2020,Oswego,1,120,614,10681
6/12/2020,Oswego,2,122,246,10927
6/13/2020,Oswego,0,122,274,11201
6/14/2020,Oswego,4,126,199,11400
6/15/2020,Oswego,13,139,197,11597
6/16/2020,Oswego,0,139,117,11714
6/17/2020,Oswego,5,144,417,12131
6/18/2020,Oswego,23,167,771,12902
6/19/2020,Oswego,2,169,351,13253
6/20/2020,Oswego,4,173,191,13444
6/21/2020,Oswego,0,173,258,13702
6/22/2020,Oswego,6,179,176,13878
6/23/2020,Oswego,9,188,191,14069
6/24/2020,Oswego,3,191,343,14412
6/25/2020,Oswego,1,192,363,14775
6/26/2020,Oswego,2,194,401,15176
6/27/2020,Oswego,1,195,127,15303
6/28/2020,Oswego,1,196,272,15575
6/29/2020,Oswego,1,197,145,15720
6/30/2020,Oswego,4,201,233,15953
7/1/2020,Oswego,5,206,218,16171
7/2/2020,Oswego,0,206,286,16457
7/3/2020,Oswego,0,206,200,16657
7/4/2020,Oswego,0,206,221,16878
7/5/2020,Oswego,0,206,186,17064
7/6/2020,Oswego,1,207,308,17372
7/7/2020,Oswego,3,210,367,17739
7/8/2020,Oswego,1,211,358,18097
7/9/2020,Oswego,5,216,248,18345
7/10/2020,Oswego,3,219,208,18553
7/11/2020,Oswego,1,220,139,18692
7/12/2020,Oswego,2,222,322,19014
7/13/2020,Oswego,3,225,367,19381
7/14/2020,Oswego,1,226,349,19730
3/2/2020,Otsego,0,0,0,0
3/3/2020,Otsego,0,0,0,0
3/4/2020,Otsego,0,0,0,0
3/5/2020,Otsego,0,0,0,0
3/6/2020,Otsego,0,0,0,0
3/7/2020,Otsego,0,0,1,1
3/8/2020,Otsego,0,0,1,2
3/9/2020,Otsego,0,0,0,2
3/10/2020,Otsego,0,0,0,2
3/11/2020,Otsego,0,0,0,2
3/12/2020,Otsego,0,0,0,2
3/13/2020,Otsego,0,0,1,3
3/14/2020,Otsego,0,0,2,5
3/15/2020,Otsego,0,0,1,6
3/16/2020,Otsego,0,0,0,6
3/17/2020,Otsego,0,0,1,7
3/18/2020,Otsego,0,0,2,9
3/19/2020,Otsego,0,0,10,19
3/20/2020,Otsego,0,0,20,39
3/21/2020,Otsego,0,0,11,50
3/22/2020,Otsego,1,1,10,60
3/23/2020,Otsego,0,1,11,71
3/24/2020,Otsego,1,2,5,76
3/25/2020,Otsego,1,3,6,82
3/26/2020,Otsego,2,5,12,94
3/27/2020,Otsego,2,7,19,113
3/28/2020,Otsego,3,10,21,134
3/29/2020,Otsego,7,17,16,150
3/30/2020,Otsego,1,18,8,158
3/31/2020,Otsego,1,19,19,177
4/1/2020,Otsego,2,21,17,194
4/2/2020,Otsego,0,21,12,206
4/3/2020,Otsego,5,26,53,259
4/4/2020,Otsego,3,29,25,284
4/5/2020,Otsego,5,34,41,325
4/6/2020,Otsego,0,34,43,368
4/7/2020,Otsego,4,38,31,399
4/8/2020,Otsego,1,39,42,441
4/9/2020,Otsego,2,41,40,481
4/10/2020,Otsego,2,43,34,515
4/11/2020,Otsego,0,43,15,530
4/12/2020,Otsego,0,43,35,565
4/13/2020,Otsego,1,44,90,655
4/14/2020,Otsego,0,44,14,669
4/15/2020,Otsego,0,44,15,684
4/16/2020,Otsego,0,44,9,693
4/17/2020,Otsego,3,47,18,711
4/18/2020,Otsego,1,48,18,729
4/19/2020,Otsego,1,49,10,739
4/20/2020,Otsego,0,49,10,749
4/21/2020,Otsego,0,49,15,764
4/22/2020,Otsego,1,50,22,786
4/23/2020,Otsego,0,50,18,804
4/24/2020,Otsego,10,60,249,1053
4/25/2020,Otsego,0,60,43,1096
4/26/2020,Otsego,2,62,38,1134
4/27/2020,Otsego,3,65,33,1167
4/28/2020,Otsego,1,66,34,1201
4/29/2020,Otsego,1,67,45,1246
4/30/2020,Otsego,0,67,40,1286
5/1/2020,Otsego,0,67,88,1374
5/2/2020,Otsego,0,67,42,1416
5/3/2020,Otsego,0,67,36,1452
5/4/2020,Otsego,0,67,87,1539
5/5/2020,Otsego,0,67,70,1609
5/6/2020,Otsego,0,67,43,1652
5/7/2020,Otsego,0,67,44,1696
5/8/2020,Otsego,0,67,39,1735
5/9/2020,Otsego,0,67,46,1781
5/10/2020,Otsego,0,67,40,1821
5/11/2020,Otsego,0,67,62,1883
5/12/2020,Otsego,0,67,82,1965
5/13/2020,Otsego,0,67,45,2010
5/14/2020,Otsego,0,67,27,2037
5/15/2020,Otsego,0,67,181,2218
5/16/2020,Otsego,0,67,50,2268
5/17/2020,Otsego,0,67,79,2347
5/18/2020,Otsego,0,67,129,2476
5/19/2020,Otsego,0,67,124,2600
5/20/2020,Otsego,0,67,65,2665
5/21/2020,Otsego,0,67,102,2767
5/22/2020,Otsego,1,68,90,2857
5/23/2020,Otsego,1,69,51,2908
5/24/2020,Otsego,0,69,38,2946
5/25/2020,Otsego,0,69,17,2963
5/26/2020,Otsego,0,69,243,3206
5/27/2020,Otsego,1,70,191,3397
5/28/2020,Otsego,1,71,128,3525
5/29/2020,Otsego,0,71,127,3652
5/30/2020,Otsego,1,72,184,3836
5/31/2020,Otsego,0,72,93,3929
6/1/2020,Otsego,1,73,189,4118
6/2/2020,Otsego,0,73,183,4301
6/3/2020,Otsego,0,73,112,4413
6/4/2020,Otsego,0,73,132,4545
6/5/2020,Otsego,1,74,265,4810
6/6/2020,Otsego,0,74,163,4973
6/7/2020,Otsego,1,75,144,5117
6/8/2020,Otsego,0,75,238,5355
6/9/2020,Otsego,2,77,144,5499
6/10/2020,Otsego,1,78,187,5686
6/11/2020,Otsego,0,78,148,5834
6/12/2020,Otsego,2,80,204,6038
6/13/2020,Otsego,0,80,54,6092
6/14/2020,Otsego,0,80,172,6264
6/15/2020,Otsego,1,81,260,6524
6/16/2020,Otsego,1,82,233,6757
6/17/2020,Otsego,0,82,165,6922
6/18/2020,Otsego,0,82,237,7159
6/19/2020,Otsego,0,82,122,7281
6/20/2020,Otsego,0,82,163,7444
6/21/2020,Otsego,1,83,138,7582
6/22/2020,Otsego,0,83,193,7775
6/23/2020,Otsego,0,83,86,7861
6/24/2020,Otsego,0,83,125,7986
6/25/2020,Otsego,0,83,128,8114
6/26/2020,Otsego,1,84,162,8276
6/27/2020,Otsego,0,84,141,8417
6/28/2020,Otsego,0,84,158,8575
6/29/2020,Otsego,0,84,155,8730
6/30/2020,Otsego,0,84,150,8880
7/1/2020,Otsego,0,84,120,9000
7/2/2020,Otsego,0,84,195,9195
7/3/2020,Otsego,2,86,112,9307
7/4/2020,Otsego,0,86,115,9422
7/5/2020,Otsego,0,86,99,9521
7/6/2020,Otsego,0,86,166,9687
7/7/2020,Otsego,0,86,68,9755
7/8/2020,Otsego,0,86,136,9891
7/9/2020,Otsego,2,88,127,10018
7/10/2020,Otsego,0,88,138,10156
7/11/2020,Otsego,1,89,139,10295
7/12/2020,Otsego,0,89,75,10370
7/13/2020,Otsego,1,90,175,10545
7/14/2020,Otsego,1,91,190,10735
3/2/2020,Putnam,0,0,0,0
3/3/2020,Putnam,0,0,0,0
3/4/2020,Putnam,0,0,0,0
3/5/2020,Putnam,0,0,1,1
3/6/2020,Putnam,0,0,0,1
3/7/2020,Putnam,0,0,1,2
3/8/2020,Putnam,0,0,0,2
3/9/2020,Putnam,0,0,1,3
3/10/2020,Putnam,0,0,0,3
3/11/2020,Putnam,0,0,7,10
3/12/2020,Putnam,0,0,1,11
3/13/2020,Putnam,0,0,14,25
3/14/2020,Putnam,0,0,3,28
3/15/2020,Putnam,2,2,10,38
3/16/2020,Putnam,0,2,5,43
3/17/2020,Putnam,0,2,7,50
3/18/2020,Putnam,3,5,32,82
3/19/2020,Putnam,2,7,35,117
3/20/2020,Putnam,15,22,79,196
3/21/2020,Putnam,15,37,75,271
3/22/2020,Putnam,8,45,47,318
3/23/2020,Putnam,22,67,70,388
3/24/2020,Putnam,16,83,51,439
3/25/2020,Putnam,11,94,75,514
3/26/2020,Putnam,17,111,47,561
3/27/2020,Putnam,20,131,84,645
3/28/2020,Putnam,13,144,41,686
3/29/2020,Putnam,23,167,63,749
3/30/2020,Putnam,19,186,71,820
3/31/2020,Putnam,21,207,57,877
4/1/2020,Putnam,9,216,46,923
4/2/2020,Putnam,36,252,90,1013
4/3/2020,Putnam,31,283,96,1109
4/4/2020,Putnam,31,314,78,1187
4/5/2020,Putnam,31,345,122,1309
4/6/2020,Putnam,21,366,72,1381
4/7/2020,Putnam,37,403,115,1496
4/8/2020,Putnam,35,438,158,1654
4/9/2020,Putnam,49,487,169,1823
4/10/2020,Putnam,7,494,18,1841
4/11/2020,Putnam,3,497,12,1853
4/12/2020,Putnam,5,502,8,1861
4/13/2020,Putnam,56,558,217,2078
4/14/2020,Putnam,13,571,43,2121
4/15/2020,Putnam,2,573,6,2127
4/16/2020,Putnam,5,578,11,2138
4/17/2020,Putnam,4,582,13,2151
4/18/2020,Putnam,10,592,37,2188
4/19/2020,Putnam,7,599,21,2209
4/20/2020,Putnam,6,605,30,2239
4/21/2020,Putnam,6,611,31,2270
4/22/2020,Putnam,4,615,19,2289
4/23/2020,Putnam,4,619,25,2314
4/24/2020,Putnam,266,885,1134,3448
4/25/2020,Putnam,19,904,112,3560
4/26/2020,Putnam,21,925,127,3687
4/27/2020,Putnam,7,932,82,3769
4/28/2020,Putnam,14,946,150,3919
4/29/2020,Putnam,24,970,251,4170
4/30/2020,Putnam,20,990,144,4314
5/1/2020,Putnam,13,1003,115,4429
5/2/2020,Putnam,10,1013,90,4519
5/3/2020,Putnam,13,1026,114,4633
5/4/2020,Putnam,5,1031,87,4720
5/5/2020,Putnam,9,1040,96,4816
5/6/2020,Putnam,26,1066,317,5133
5/7/2020,Putnam,8,1074,121,5254
5/8/2020,Putnam,6,1080,161,5415
5/9/2020,Putnam,9,1089,155,5570
5/10/2020,Putnam,9,1098,122,5692
5/11/2020,Putnam,0,1098,42,5734
5/12/2020,Putnam,10,1108,138,5872
5/13/2020,Putnam,7,1115,151,6023
5/14/2020,Putnam,6,1121,149,6172
5/15/2020,Putnam,6,1127,153,6325
5/16/2020,Putnam,9,1136,131,6456
5/17/2020,Putnam,5,1141,116,6572
5/18/2020,Putnam,18,1159,125,6697
5/19/2020,Putnam,9,1168,155,6852
5/20/2020,Putnam,7,1175,165,7017
5/21/2020,Putnam,12,1187,156,7173
5/22/2020,Putnam,13,1200,236,7409
5/23/2020,Putnam,8,1208,161,7570
5/24/2020,Putnam,6,1214,185,7755
5/25/2020,Putnam,8,1222,184,7939
5/26/2020,Putnam,5,1227,125,8064
5/27/2020,Putnam,9,1236,425,8489
5/28/2020,Putnam,5,1241,194,8683
5/29/2020,Putnam,7,1248,312,8995
5/30/2020,Putnam,4,1252,264,9259
5/31/2020,Putnam,5,1257,247,9506
6/1/2020,Putnam,5,1262,248,9754
6/2/2020,Putnam,2,1264,286,10040
6/3/2020,Putnam,4,1268,311,10351
6/4/2020,Putnam,2,1270,313,10664
6/5/2020,Putnam,4,1274,306,10970
6/6/2020,Putnam,3,1277,203,11173
6/7/2020,Putnam,2,1279,252,11425
6/8/2020,Putnam,1,1280,228,11653
6/9/2020,Putnam,2,1282,296,11949
6/10/2020,Putnam,0,1282,319,12268
6/11/2020,Putnam,0,1282,253,12521
6/12/2020,Putnam,3,1285,329,12850
6/13/2020,Putnam,3,1288,209,13059
6/14/2020,Putnam,3,1291,214,13273
6/15/2020,Putnam,1,1292,193,13466
6/16/2020,Putnam,2,1294,324,13790
6/17/2020,Putnam,1,1295,185,13975
6/18/2020,Putnam,4,1299,432,14407
6/19/2020,Putnam,2,1301,248,14655
6/20/2020,Putnam,0,1301,241,14896
6/21/2020,Putnam,4,1305,253,15149
6/22/2020,Putnam,0,1305,194,15343
6/23/2020,Putnam,1,1306,226,15569
6/24/2020,Putnam,5,1311,343,15912
6/25/2020,Putnam,6,1317,216,16128
6/26/2020,Putnam,2,1319,376,16504
6/27/2020,Putnam,4,1323,199,16703
6/28/2020,Putnam,2,1325,213,16916
6/29/2020,Putnam,1,1326,174,17090
6/30/2020,Putnam,3,1329,271,17361
7/1/2020,Putnam,3,1332,373,17734
7/2/2020,Putnam,1,1333,308,18042
7/3/2020,Putnam,2,1335,219,18261
7/4/2020,Putnam,1,1336,231,18492
7/5/2020,Putnam,1,1337,217,18709
7/6/2020,Putnam,3,1340,214,18923
7/7/2020,Putnam,4,1344,256,19179
7/8/2020,Putnam,4,1348,422,19601
7/9/2020,Putnam,7,1355,357,19958
7/10/2020,Putnam,6,1361,438,20396
7/11/2020,Putnam,0,1361,323,20719
7/12/2020,Putnam,4,1365,293,21012
7/13/2020,Putnam,11,1376,291,21303
7/14/2020,Putnam,6,1382,236,21539
3/2/2020,Queens,0,0,0,0
3/3/2020,Queens,0,0,2,2
3/4/2020,Queens,0,0,0,2
3/5/2020,Queens,1,1,6,8
3/6/2020,Queens,1,2,10,18
3/7/2020,Queens,0,2,14,32
3/8/2020,Queens,1,3,13,45
3/9/2020,Queens,0,3,15,60
3/10/2020,Queens,4,7,18,78
3/11/2020,Queens,5,12,44,122
3/12/2020,Queens,15,27,74,196
3/13/2020,Queens,30,57,154,350
3/14/2020,Queens,18,75,110,460
3/15/2020,Queens,49,124,198,658
3/16/2020,Queens,38,162,136,794
3/17/2020,Queens,123,285,371,1165
3/18/2020,Queens,336,621,768,1933
3/19/2020,Queens,519,1140,1179,3112
3/20/2020,Queens,491,1631,1218,4330
3/21/2020,Queens,843,2474,1927,6257
3/22/2020,Queens,1152,3626,2048,8305
3/23/2020,Queens,839,4465,1518,9823
3/24/2020,Queens,1010,5475,1736,11559
3/25/2020,Queens,1238,6713,2110,13669
3/26/2020,Queens,1324,8037,2115,15784
3/27/2020,Queens,1238,9275,2055,17839
3/28/2020,Queens,1136,10411,1845,19684
3/29/2020,Queens,1258,11669,1915,21599
3/30/2020,Queens,2022,13691,3325,24924
3/31/2020,Queens,1211,14902,1871,26795
4/1/2020,Queens,1366,16268,2157,28952
4/2/2020,Queens,1899,18167,3048,32000
4/3/2020,Queens,1947,20114,3407,35407
4/4/2020,Queens,1322,21436,2255,37662
4/5/2020,Queens,1697,23133,2730,40392
4/6/2020,Queens,1707,24840,2864,43256
4/7/2020,Queens,1408,26248,2884,46140
4/8/2020,Queens,1504,27752,2831,48971
4/9/2020,Queens,1551,29303,2941,51912
4/10/2020,Queens,1988,31291,3803,55715
4/11/2020,Queens,1544,32835,3219,58934
4/12/2020,Queens,1150,33985,2481,61415
4/13/2020,Queens,1068,35053,2430,63845
4/14/2020,Queens,1712,36765,3674,67519
4/15/2020,Queens,1153,37918,3144,70663
4/16/2020,Queens,1173,39091,3056,73719
4/17/2020,Queens,1125,40216,3347,77066
4/18/2020,Queens,1021,41237,3338,80404
4/19/2020,Queens,786,42023,2428,82832
4/20/2020,Queens,799,42822,2498,85330
4/21/2020,Queens,891,43713,3058,88388
4/22/2020,Queens,1191,44904,4142,92530
4/23/2020,Queens,1483,46387,5468,97998
4/24/2020,Queens,1474,47861,5296,103294
4/25/2020,Queens,884,48745,3676,106970
4/26/2020,Queens,654,49399,2829,109799
4/27/2020,Queens,530,49929,2628,112427
4/28/2020,Queens,812,50741,4061,116488
4/29/2020,Queens,890,51631,4201,120689
4/30/2020,Queens,643,52274,3689,124378
5/1/2020,Queens,765,53039,4517,128895
5/2/2020,Queens,601,53640,3755,132650
5/3/2020,Queens,450,54090,2696,135346
5/4/2020,Queens,358,54448,2633,137979
5/5/2020,Queens,432,54880,3591,141570
5/6/2020,Queens,570,55450,4505,146075
5/7/2020,Queens,494,55944,3992,150067
5/8/2020,Queens,549,56493,4596,154663
5/9/2020,Queens,369,56862,3416,158079
5/10/2020,Queens,318,57180,2937,161016
5/11/2020,Queens,211,57391,2552,163568
5/12/2020,Queens,357,57748,3829,167397
5/13/2020,Queens,336,58084,4439,171836
5/14/2020,Queens,432,58516,4879,176715
5/15/2020,Queens,325,58841,4644,181359
5/16/2020,Queens,291,59132,4209,185568
5/17/2020,Queens,192,59324,3226,188794
5/18/2020,Queens,184,59508,3363,192157
5/19/2020,Queens,244,59752,4581,196738
5/20/2020,Queens,273,60025,5151,201889
5/21/2020,Queens,211,60236,5181,207070
5/22/2020,Queens,186,60422,5388,212458
5/23/2020,Queens,214,60636,5270,217728
5/24/2020,Queens,192,60828,4448,222176
5/25/2020,Queens,132,60960,3789,225965
5/26/2020,Queens,165,61125,4201,230166
5/27/2020,Queens,275,61400,9126,239292
5/28/2020,Queens,244,61644,8480,247772
5/29/2020,Queens,183,61827,7088,254860
5/30/2020,Queens,148,61975,6226,261086
5/31/2020,Queens,119,62094,5906,266992
6/1/2020,Queens,199,62293,7231,274223
6/2/2020,Queens,132,62425,6319,280542
6/3/2020,Queens,117,62542,6451,286993
6/4/2020,Queens,150,62692,6695,293688
6/5/2020,Queens,158,62850,7672,301360
6/6/2020,Queens,113,62963,6497,307857
6/7/2020,Queens,134,63097,6514,314371
6/8/2020,Queens,97,63194,5227,319598
6/9/2020,Queens,132,63326,7770,327368
6/10/2020,Queens,106,63432,6796,334164
6/11/2020,Queens,141,63573,7566,341730
6/12/2020,Queens,154,63727,7817,349547
6/13/2020,Queens,95,63822,6737,356284
6/14/2020,Queens,110,63932,7488,363772
6/15/2020,Queens,110,64042,7036,370808
6/16/2020,Queens,134,64176,8317,379125
6/17/2020,Queens,92,64268,8696,387821
6/18/2020,Queens,112,64380,9082,396903
6/19/2020,Queens,106,64486,9753,406656
6/20/2020,Queens,135,64621,9115,415771
6/21/2020,Queens,91,64712,8237,424008
6/22/2020,Queens,85,64797,6537,430545
6/23/2020,Queens,84,64881,6683,437228
6/24/2020,Queens,106,64987,7723,444951
6/25/2020,Queens,102,65089,6943,451894
6/26/2020,Queens,86,65175,9718,461612
6/27/2020,Queens,101,65276,7681,469293
6/28/2020,Queens,49,65325,4737,474030
6/29/2020,Queens,66,65391,5589,479619
6/30/2020,Queens,64,65455,6065,485684
7/1/2020,Queens,113,65568,8286,493970
7/2/2020,Queens,137,65705,8116,502086
7/3/2020,Queens,95,65800,7211,509297
7/4/2020,Queens,76,65876,7211,516508
7/5/2020,Queens,52,65928,5745,522253
7/6/2020,Queens,96,66024,6329,528582
7/7/2020,Queens,75,66099,6297,534879
7/8/2020,Queens,75,66174,7104,541983
7/9/2020,Queens,67,66241,7807,549790
7/10/2020,Queens,82,66323,7981,557771
7/11/2020,Queens,87,66410,6788,564559
7/12/2020,Queens,56,66466,5880,570439
7/13/2020,Queens,78,66544,5537,575976
7/14/2020,Queens,99,66643,7205,583181
3/2/2020,Rensselaer,0,0,0,0
3/3/2020,Rensselaer,0,0,0,0
3/4/2020,Rensselaer,0,0,2,2
3/5/2020,Rensselaer,0,0,0,2
3/6/2020,Rensselaer,0,0,0,2
3/7/2020,Rensselaer,0,0,2,4
3/8/2020,Rensselaer,0,0,0,4
3/9/2020,Rensselaer,0,0,1,5
3/10/2020,Rensselaer,0,0,1,6
3/11/2020,Rensselaer,0,0,1,7
3/12/2020,Rensselaer,0,0,2,9
3/13/2020,Rensselaer,0,0,11,20
3/14/2020,Rensselaer,0,0,40,60
3/15/2020,Rensselaer,0,0,50,110
3/16/2020,Rensselaer,1,1,39,149
3/17/2020,Rensselaer,3,4,70,219
3/18/2020,Rensselaer,2,6,136,355
3/19/2020,Rensselaer,2,8,156,511
3/20/2020,Rensselaer,12,20,166,677
3/21/2020,Rensselaer,6,26,173,850
3/22/2020,Rensselaer,3,29,78,928
3/23/2020,Rensselaer,1,30,47,975
3/24/2020,Rensselaer,1,31,26,1001
3/25/2020,Rensselaer,1,32,22,1023
3/26/2020,Rensselaer,3,35,26,1049
3/27/2020,Rensselaer,3,38,37,1086
3/28/2020,Rensselaer,1,39,12,1098
3/29/2020,Rensselaer,1,40,25,1123
3/30/2020,Rensselaer,1,41,20,1143
3/31/2020,Rensselaer,2,43,19,1162
4/1/2020,Rensselaer,10,53,42,1204
4/2/2020,Rensselaer,3,56,31,1235
4/3/2020,Rensselaer,2,58,18,1253
4/4/2020,Rensselaer,2,60,48,1301
4/5/2020,Rensselaer,2,62,29,1330
4/6/2020,Rensselaer,5,67,30,1360
4/7/2020,Rensselaer,8,75,53,1413
4/8/2020,Rensselaer,4,79,52,1465
4/9/2020,Rensselaer,12,91,101,1566
4/10/2020,Rensselaer,5,96,40,1606
4/11/2020,Rensselaer,9,105,65,1671
4/12/2020,Rensselaer,8,113,61,1732
4/13/2020,Rensselaer,7,120,79,1811
4/14/2020,Rensselaer,4,124,42,1853
4/15/2020,Rensselaer,13,137,106,1959
4/16/2020,Rensselaer,13,150,100,2059
4/17/2020,Rensselaer,14,164,135,2194
4/18/2020,Rensselaer,9,173,117,2311
4/19/2020,Rensselaer,4,177,51,2362
4/20/2020,Rensselaer,6,183,50,2412
4/21/2020,Rensselaer,3,186,49,2461
4/22/2020,Rensselaer,5,191,52,2513
4/23/2020,Rensselaer,7,198,80,2593
4/24/2020,Rensselaer,23,221,209,2802
4/25/2020,Rensselaer,21,242,151,2953
4/26/2020,Rensselaer,4,246,83,3036
4/27/2020,Rensselaer,4,250,39,3075
4/28/2020,Rensselaer,12,262,91,3166
4/29/2020,Rensselaer,25,287,142,3308
4/30/2020,Rensselaer,11,298,101,3409
5/1/2020,Rensselaer,13,311,112,3521
5/2/2020,Rensselaer,11,322,170,3691
5/3/2020,Rensselaer,15,337,148,3839
5/4/2020,Rensselaer,2,339,71,3910
5/5/2020,Rensselaer,8,347,126,4036
5/6/2020,Rensselaer,20,367,159,4195
5/7/2020,Rensselaer,13,380,194,4389
5/8/2020,Rensselaer,27,407,187,4576
5/9/2020,Rensselaer,2,409,248,4824
5/10/2020,Rensselaer,2,411,62,4886
5/11/2020,Rensselaer,5,416,91,4977
5/12/2020,Rensselaer,4,420,429,5406
5/13/2020,Rensselaer,3,423,278,5684
5/14/2020,Rensselaer,5,428,204,5888
5/15/2020,Rensselaer,10,438,225,6113
5/16/2020,Rensselaer,1,439,113,6226
5/17/2020,Rensselaer,5,444,198,6424
5/18/2020,Rensselaer,0,444,76,6500
5/19/2020,Rensselaer,9,453,292,6792
5/20/2020,Rensselaer,3,456,403,7195
5/21/2020,Rensselaer,4,460,379,7574
5/22/2020,Rensselaer,3,463,386,7960
5/23/2020,Rensselaer,0,463,363,8323
5/24/2020,Rensselaer,2,465,123,8446
5/25/2020,Rensselaer,1,466,158,8604
5/26/2020,Rensselaer,0,466,150,8754
5/27/2020,Rensselaer,3,469,405,9159
5/28/2020,Rensselaer,9,478,319,9478
5/29/2020,Rensselaer,8,486,337,9815
5/30/2020,Rensselaer,5,491,313,10128
5/31/2020,Rensselaer,1,492,274,10402
6/1/2020,Rensselaer,1,493,168,10570
6/2/2020,Rensselaer,2,495,426,10996
6/3/2020,Rensselaer,0,495,312,11308
6/4/2020,Rensselaer,2,497,592,11900
6/5/2020,Rensselaer,2,499,332,12232
6/6/2020,Rensselaer,3,502,421,12653
6/7/2020,Rensselaer,1,503,517,13170
6/8/2020,Rensselaer,2,505,182,13352
6/9/2020,Rensselaer,2,507,316,13668
6/10/2020,Rensselaer,1,508,299,13967
6/11/2020,Rensselaer,2,510,665,14632
6/12/2020,Rensselaer,1,511,261,14893
6/13/2020,Rensselaer,2,513,262,15155
6/14/2020,Rensselaer,1,514,309,15464
6/15/2020,Rensselaer,0,514,252,15716
6/16/2020,Rensselaer,1,515,199,15915
6/17/2020,Rensselaer,0,515,383,16298
6/18/2020,Rensselaer,4,519,413,16711
6/19/2020,Rensselaer,2,521,374,17085
6/20/2020,Rensselaer,3,524,401,17486
6/21/2020,Rensselaer,4,528,361,17847
6/22/2020,Rensselaer,5,533,197,18044
6/23/2020,Rensselaer,1,534,277,18321
6/24/2020,Rensselaer,7,541,450,18771
6/25/2020,Rensselaer,8,549,350,19121
6/26/2020,Rensselaer,1,550,468,19589
6/27/2020,Rensselaer,1,551,359,19948
6/28/2020,Rensselaer,2,553,375,20323
6/29/2020,Rensselaer,0,553,306,20629
6/30/2020,Rensselaer,2,555,195,20824
7/1/2020,Rensselaer,1,556,287,21111
7/2/2020,Rensselaer,3,559,425,21536
7/3/2020,Rensselaer,4,563,612,22148
7/4/2020,Rensselaer,2,565,475,22623
7/5/2020,Rensselaer,3,568,389,23012
7/6/2020,Rensselaer,3,571,162,23174
7/7/2020,Rensselaer,9,580,304,23478
7/8/2020,Rensselaer,6,586,399,23877
7/9/2020,Rensselaer,2,588,252,24129
7/10/2020,Rensselaer,5,593,331,24460
7/11/2020,Rensselaer,23,616,378,24838
7/12/2020,Rensselaer,1,617,317,25155
7/13/2020,Rensselaer,8,625,416,25571
7/14/2020,Rensselaer,7,632,409,25980
3/2/2020,Richmond,0,0,0,0
3/3/2020,Richmond,0,0,0,0
3/4/2020,Richmond,0,0,0,0
3/5/2020,Richmond,0,0,0,0
3/6/2020,Richmond,0,0,3,3
3/7/2020,Richmond,0,0,2,5
3/8/2020,Richmond,0,0,0,5
3/9/2020,Richmond,0,0,6,11
3/10/2020,Richmond,1,1,5,16
3/11/2020,Richmond,1,2,5,21
3/12/2020,Richmond,4,6,16,37
3/13/2020,Richmond,5,11,34,71
3/14/2020,Richmond,3,14,29,100
3/15/2020,Richmond,6,20,27,127
3/16/2020,Richmond,11,31,35,162
3/17/2020,Richmond,26,57,61,223
3/18/2020,Richmond,33,90,110,333
3/19/2020,Richmond,116,206,272,605
3/20/2020,Richmond,109,315,334,939
3/21/2020,Richmond,207,522,645,1584
3/22/2020,Richmond,193,715,417,2001
3/23/2020,Richmond,200,915,487,2488
3/24/2020,Richmond,110,1025,223,2711
3/25/2020,Richmond,164,1189,293,3004
3/26/2020,Richmond,223,1412,413,3417
3/27/2020,Richmond,415,1827,847,4264
3/28/2020,Richmond,402,2229,878,5142
3/29/2020,Richmond,336,2565,711,5853
3/30/2020,Richmond,324,2889,691,6544
3/31/2020,Richmond,299,3188,616,7160
4/1/2020,Richmond,279,3467,559,7719
4/2/2020,Richmond,287,3754,563,8282
4/3/2020,Richmond,319,4073,679,8961
4/4/2020,Richmond,218,4291,513,9474
4/5/2020,Richmond,288,4579,600,10074
